country_code_3,country_name,rank,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
QAT,Qatar,2,0.6884 (KOR),0.8185 (BRN),0.8995 (ARE),0.9065 (KWT),0.8439 (BHR),0.9105 (KWT),0.9166 (OMN),0.8828 (OMN),0.8886 (ARE),0.8734 (OMN),0.6379 (BRN),0.7872 (CZE),0.9168 (OMN),0.7975 (BRN),0.8911 (SAU)
QAT,Qatar,3,0.6460 (BRN),0.8083 (BHR),0.8608 (SAU),0.8702 (SAU),0.8356 (ARE),0.9003 (ARE),0.9128 (ARE),0.8771 (ARE),0.8839 (BHR),0.8132 (BRN),0.5363 (MYS),0.7658 (SGP),0.8963 (ARE),0.7911 (NOR),0.8886 (ARE)
ROU,Romania,1,0.6563 (POL),0.7570 (POL),0.8267 (POL),0.8470 (POL),0.8637 (POL),0.8795 (POL),0.8807 (POL),0.8396 (LTU),0.8554 (POL),0.8890 (POL),0.9434 (POL),0.9075 (POL),0.8892 (POL),0.8817 (POL),0.8662 (POL)
ROU,Romania,2,0.6498 (HRV),0.6694 (DEU),0.6886 (LTU),0.7510 (BGR),0.7665 (LTU),0.8156 (BGR),0.8636 (BGR),0.8347 (POL),0.8520 (HUN),0.8622 (BGR),0.8763 (BGR),0.8509 (CZE),0.8408 (SRB),0.8483 (HRV),0.8507 (HUN)
ROU,Romania,3,0.6449 (SRB),0.6547 (LTU),0.6877 (BGR),0.7275 (CZE),0.7296 (HUN),0.7925 (LTU),0.8537 (LTU),0.7890 (BGR),0.8415 (LTU),0.8449 (HRV),0.8427 (SRB),0.8238 (SRB),0.8402 (HRV),0.8414 (SVK),0.8188 (ITA)
RUS,Russia,1,0.8032 (UKR),0.8119 (ARG),0.7981 (USA),0.8522 (DEU),0.8263 (JPN),0.7597 (JPN),0.8510 (JPN),0.8277 (KOR),0.7885 (SAU),0.8426 (KOR),0.8369 (KOR),0.8239 (SAU),0.7837 (USA),0.8374 (JPN),0.8002 (KOR)
RUS,Russia,2,0.7582 (POL),0.7444 (UKR),0.7880 (DEU),0.8508 (USA),0.8071 (DEU),0.7503 (DEU),0.8173 (DEU),0.8243 (DEU),0.7520 (DEU),0.8323 (JPN),0.8240 (JPN),0.7556 (KOR),0.7725 (DEU),0.8217 (CHN),0.7988 (POL)
RUS,Russia,3,0.7507 (DEU),0.7116 (IRN),0.7539 (CAN),0.8428 (JPN),0.8043 (USA),0.7393 (CAN),0.8003 (KOR),0.8113 (JPN),0.7439 (KOR),0.8278 (DEU),0.8176 (DEU),0.7543 (POL),0.7344 (AUS),0.8123 (KOR),0.7938 (JPN)
RWA,Rwanda,1,0.8861 (MWI),0.8794 (MWI),0.8642 (BFA),0.8596 (SEN),0.8654 (BFA),0.8935 (SEN),0.8643 (SEN),0.8519 (MRT),0.8371 (UGA),0.8414 (UGA),0.8620 (UGA),0.8447 (MWI),0.8147 (MOZ),0.9042 (MOZ),0.8881 (MOZ)
RWA,Rwanda,2,0.8697 (BFA),0.8629 (BFA),0.8552 (MWI),0.8518 (ETH),0.8626 (MWI),0.8532 (ETH),0.8432 (BFA),0.8393 (UGA),0.8268 (SEN),0.8143 (MLI),0.8384 (MWI),0.8148 (MDG),0.7941 (MWI),0.8593 (MRT),0.8805 (BFA)
RWA,Rwanda,3,0.8484 (GNB),0.8505 (SLE),0.8525 (NER),0.8454 (BFA),0.8583 (ETH),0.8447 (MRT),0.8243 (ETH),0.8254 (MWI),0.7978 (BFA),0.8105 (SEN),0.8264 (MLI),0.8123 (MOZ),0.7873 (MDG),0.8555 (MWI),0.8705 (MDG)
SAU,Saudi Arabia,1,0.7466 (QAT),0.8935 (KWT),0.8958 (KWT),0.9192 (OMN),0.8259 (OMN),0.9333 (OMN),0.8766 (KWT),0.8041 (RUS),0.7885 (RUS),0.8541 (OMN),0.8445 (QAT),0.8239 (RUS),0.8936 (OMN),0.9129 (OMN),0.9134 (OMN)
SAU,Saudi Arabia,2,0.7149 (BLR),0.7634 (ARE),0.8608 (QAT),0.8918 (KWT),0.8135 (KWT),0.8860 (QAT),0.8679 (OMN),0.7781 (NOR),0.7731 (ROU),0.7909 (RUS),0.5566 (AUS),0.8139 (QAT),0.8490 (KWT),0.8832 (KWT),0.8911 (QAT)
SAU,Saudi Arabia,3,0.7060 (RUS),0.7520 (OMN),0.7614 (ARE),0.8702 (QAT),0.7775 (BRN),0.8796 (KWT),0.8410 (QAT),0.7641 (KOR),0.7095 (BLR),0.7891 (KOR),0.5378 (BRN),0.8002 (KWT),0.7983 (ARE),0.7684 (CAN),0.8182 (ARE)
SEN,Senegal,1,0.9577 (BEN),0.9492 (BEN),0.9466 (BFA),0.9380 (MLI),0.9402 (BFA),0.9399 (BFA),0.9444 (MLI),0.9303 (MLI),0.8985 (BEN),0.9474 (MLI),0.9344 (MLI),0.9216 (MLI),0.9440 (MLI),0.9348 (MLI),0.7701 (BEN)
SEN,Senegal,2,0.9439 (TGO),0.9325 (NER),0.9392 (BEN),0.9316 (BFA),0.9071 (BEN),0.9169 (MRT),0.9408 (BFA),0.9298 (BEN),0.8913 (MLI),0.9168 (BEN),0.9209 (BEN),0.9111 (BEN),0.9038 (BFA),0.9065 (BFA),0.7687 (MLI)
SEN,Senegal,3,0.9374 (MLI),0.9263 (TGO),0.9336 (MLI),0.9235 (NER),0.9002 (MLI),0.9135 (MLI),0.9107 (BEN),0.9167 (BFA),0.8813 (TGO),0.9058 (MDG),0.9120 (NER),0.9082 (BFA),0.8927 (MDG),0.8976 (BEN),0.7639 (CIV)
SGP,Singapore,1,0.8000 (MLT),0.8584 (CHE),0.8676 (CHE),0.9007 (CHE),0.8824 (CHE),0.8788 (CHE),0.9001 (CHE),0.8409 (BEL),0.8675 (CHE),0.8965 (CHE),0.8919 (BEL),0.8632 (BGR),0.8472 (LUX),0.8592 (ARE),0.8819 (IRL)
SGP,Singapore,2,0.7792 (CHE),0.8576 (LUX),0.8493 (LUX),0.8669 (LUX),0.8607 (LUX),0.8660 (LUX),0.8867 (LUX),0.8152 (CHE),0.8355 (BEL),0.8710 (LUX),0.8692 (CHE),0.8404 (CZE),0.8319 (IRL),0.8359 (IRL),0.8783 (CHE)
SGP,Singapore,3,0.7751 (LUX),0.8085 (BEL),0.7924 (MLT),0.8310 (IRL),0.8081 (BEL),0.8254 (BEL),0.8342 (IRL),0.8139 (IRL),0.8267 (LUX),0.8493 (IRL),0.8540 (NLD),0.8257 (HUN),0.8253 (CHE),0.8151 (LUX),0.8543 (LUX)
SLB,Solomon Islands,1,0.7820 (TLS),0.7559 (GNB),0.7680 (MDG),0.7581 (MOZ),0.7806 (GNB),0.7602 (MDG),0.7886 (GNB),0.7801 (MDG),0.7629 (MDG),0.8145 (GNB),0.8508 (GNB),0.8190 (GNB),0.7698 (MRT),0.8144 (GNB),0.8072 (GNB)
SLB,Solomon Islands,2,0.7443 (GNB),0.7511 (HND),0.7618 (HND),0.7534 (MDG),0.7615 (MDG),0.7487 (NER),0.7618 (MLI),0.7708 (GNB),0.7614 (MOZ),0.7759 (MOZ),0.8195 (NER),0.7845 (NER),0.6904 (GNB),0.7954 (BFA),0.7908 (MOZ)
SLB,Solomon Islands,3,0.7187 (TGO),0.7504 (NER),0.7430 (MOZ),0.7187 (TLS),0.7273 (NER),0.7295 (GNB),0.7448 (NER),0.7689 (MLI),0.7443 (MWI),0.7667 (MDG),0.8120 (MDG),0.7838 (COM),0.6560 (BFA),0.7938 (MWI),0.7874 (BFA)
SLE,Sierra Leone,1,0.8949 (TZA),0.9079 (CAF),0.9222 (BEN),0.9462 (CIV),0.8673 (GMB),0.9057 (BEN),0.9231 (CAF),0.9381 (GMB),0.8883 (TCD),0.9390 (GMB),0.9430 (BEN),0.9523 (BEN),0.9232 (ETH),0.9298 (BEN),0.9198 (BEN)
SLE,Sierra Leone,2,0.8869 (GHA),0.9031 (TZA),0.8992 (GHA),0.8756 (BEN),0.8103 (GHA),0.8703 (GMB),0.9229 (BEN),0.9086 (TCD),0.8840 (MDG),0.9167 (CIV),0.9350 (TCD),0.9511 (TGO),0.9184 (TCD),0.9253 (CIV),0.9161 (CIV)
SLE,Sierra Leone,3,0.8662 (GIN),0.9011 (BEN),0.8985 (TZA),0.8698 (CMR),0.7731 (TCD),0.8646 (HTI),0.9149 (CMR),0.8976 (CMR),0.8835 (GMB),0.9057 (BEN),0.9328 (GMB),0.9382 (CIV),0.9070 (BEN),0.9056 (CAF),0.9135 (CAF)
SLV,El Salvador,1,0.5945 (CPV),0.4878 (CPV),0.5069 (HND),0.4923 (CPV),0.5337 (CPV),0.4879 (CPV),0.4698 (CPV),0.4672 (CPV),0.5205 (CPV),0.4966 (CPV),0.5296 (CPV),0.5347 (MDV),0.4663 (MDA),0.4923 (MDA),0.5034 (CPV)
SLV,El Salvador,2,0.4673 (FJI),0.4741 (GTM),0.5054 (GTM),0.4861 (HND),0.4423 (GTM),0.4139 (GTM),0.3710 (NIC),0.3501 (GTM),0.3975 (LBN),0.4598 (BGR),0.4518 (URY),0.4958 (CPV),0.4444 (ECU),0.4813 (CPV),0.4922 (CRI)
SLV,El Salvador,3,0.4384 (HND),0.4626 (HND),0.5049 (CPV),0.4379 (GTM),0.3494 (HND),0.3445 (NIC),0.3439 (LBN),0.3448 (LBN),0.3922 (MDA),0.4443 (LBN),0.4276 (ECU),0.4817 (BLZ),0.4227 (URY),0.4480 (UKR),0.4882 (MDA)
SRB,Serbia,1,0.9054 (BIH),0.8556 (BIH),0.8672 (BIH),0.8763 (MKD),0.8988 (HRV),0.8985 (HRV),0.9257 (BIH),0.9258 (BIH),0.9431 (BIH),0.9263 (BIH),0.9105 (BIH),0.9296 (BIH),0.9174 (BIH),0.9132 (BIH),0.9151 (BIH)
SRB,Serbia,2,0.8744 (MKD),0.8406 (MKD),0.8603 (HRV),0.8339 (HRV),0.8722 (BIH),0.8837 (MKD),0.8954 (HRV),0.8886 (MKD),0.8889 (HRV),0.8979 (HRV),0.8871 (LTU),0.8793 (LVA),0.8644 (BGR),0.8998 (HRV),0.9012 (BGR)
SRB,Serbia,3,0.8636 (LTU),0.7972 (HRV),0.8403 (MKD),0.8205 (BIH),0.7971 (MKD),0.8741 (BIH),0.8925 (MKD),0.8837 (HRV),0.8598 (LTU),0.8875 (MKD),0.8867 (LVA),0.8646 (HRV),0.8521 (HRV),0.8699 (SVK),0.8722 (HRV)
STP,Sao Tome and Principe,1,0.7329 (CPV),0.7388 (CPV),0.7243 (CPV),0.7558 (CPV),0.7832 (DJI),0.7911 (CPV),0.7933 (CPV),0.7630 (CPV),0.6855 (CPV),0.6745 (COM),0.7561 (COM),0.7110 (COM),0.6916 (COM),0.6626 (COM),0.6533 (COM)
STP,Sao Tome and Principe,2,0.6677 (NAM),0.6747 (TLS),0.7000 (DJI),0.7078 (BLZ),0.7524 (CPV),0.7639 (BLZ),0.7847 (DJI),0.6982 (DJI),0.6481 (COM),0.6665 (BLZ),0.6505 (GMB),0.6735 (GMB),0.6563 (GMB),0.6229 (BLZ),0.6481 (GMB)
STP,Sao Tome and Principe,3,0.6532 (GMB),0.6647 (DJI),0.6808 (GMB),0.6993 (DJI),0.7432 (BLZ),0.7482 (DJI),0.6229 (BLZ),0.6524 (COM),0.6213 (DJI),0.6243 (CPV),0.6156 (GNB),0.6361 (CPV),0.5890 (LBN),0.6164 (GMB),0.5252 (CPV)
SVK,Slovakia,1,0.9016 (EST),0.9449 (HUN),0.9296 (HUN),0.9371 (SVN),0.9321 (LTU),0.9249 (LTU),0.9464 (SVN),0.8770 (HUN),0.9499 (SVN),0.9193 (SVN),0.9314 (SVN),0.9215 (SVN),0.9281 (SVN),0.9182 (SVN),0.9258 (SVN)
SVK,Slovakia,2,0.8824 (CZE),0.9386 (SVN),0.9289 (SVN),0.9272 (HUN),0.9142 (SVN),0.9244 (HUN),0.9058 (HUN),0.8717 (EST),0.9066 (LTU),0.9035 (LTU),0.9144 (HUN),0.8929 (EST),0.8834 (HUN),0.9073 (HRV),0.9141 (HUN)
SVK,Slovakia,3,0.8638 (HUN),0.9301 (IRL),0.9211 (IRL),0.9221 (IRL),0.9064 (HUN),0.8996 (CZE),0.8972 (EST),0.8694 (AUT),0.8843 (HUN),0.8806 (HUN),0.9141 (LTU),0.8837 (LTU),0.8818 (LVA),0.8940 (HUN),0.8877 (HRV)
SVN,Slovenia,1,0.9267 (CZE),0.9386 (SVK),0.9289 (SVK),0.9371 (SVK),0.9142 (SVK),0.7675 (EST),0.9464 (SVK),0.8747 (EST),0.9499 (SVK),0.9331 (EST),0.9314 (SVK),0.9437 (EST),0.9281 (SVK),0.9182 (SVK),0.9258 (SVK)
SVN,Slovenia,2,0.9246 (AUT),0.9136 (IRL),0.9133 (CZE),0.9159 (EST),0.8976 (EST),0.7555 (AUT),0.9408 (EST),0.8466 (SVK),0.9229 (EST),0.9193 (SVK),0.9271 (EST),0.9215 (SVK),0.8864 (AUT),0.8888 (HRV),0.9192 (CZE)
SVN,Slovenia,3,0.8944 (FIN),0.9093 (AUT),0.8979 (IRL),0.9059 (CZE),0.8696 (CZE),0.7178 (SVK),0.8975 (CZE),0.8429 (IRL),0.8856 (CZE),0.8915 (AUT),0.9041 (AUT),0.8943 (AUT),0.8776 (LTU),0.8669 (HUN),0.8901 (EST)
SWE,Sweden,1,0.9460 (FIN),0.9795 (DNK),0.9732 (DNK),0.9769 (DNK),0.9754 (DNK),0.9641 (DNK),0.9615 (DNK),0.9589 (DNK),0.9479 (DNK),0.9593 (DNK),0.9646 (DNK),0.9549 (DNK),0.9457 (DNK),0.9554 (DNK),0.9422 (DNK)
SWE,Sweden,2,0.9458 (DNK),0.9579 (FIN),0.9537 (FIN),0.9496 (FIN),0.9358 (FIN),0.9128 (FIN),0.9185 (NOR),0.9024 (BEL),0.9093 (BEL),0.9184 (BEL),0.9287 (FIN),0.9403 (FIN),0.9438 (FIN),0.9502 (FIN),0.9399 (FIN)
SWE,Sweden,3,0.9190 (BEL),0.9443 (NLD),0.9412 (NLD),0.9340 (NLD),0.9300 (NLD),0.9114 (BEL),0.9166 (AUT),0.9022 (NOR),0.9092 (FIN),0.9132 (FIN),0.9182 (NOR),0.9251 (AUT),0.9138 (BEL),0.9358 (BEL),0.9390 (BEL)
SWZ,Eswatini,1,0.8333 (NAM),0.8667 (NAM),0.8412 (NAM),0.7807 (NAM),0.7903 (LSO),0.8300 (LSO),0.8127 (LSO),0.7959 (LSO),0.8483 (LSO),0.7300 (LSO),0.8563 (LSO),0.8465 (NAM),0.8293 (NAM),0.8621 (NAM),0.8605 (NAM)
SWZ,Eswatini,2,0.7694 (LSO),0.7874 (LSO),0.7515 (LSO),0.7721 (LSO),0.7830 (NAM),0.8026 (NAM),0.7508 (NAM),0.7377 (NAM),0.8349 (NAM),0.6571 (BWA),0.7887 (NAM),0.8340 (LSO),0.8114 (LSO),0.8089 (LSO),0.8148 (LSO)
SWZ,Eswatini,3,0.6008 (CAF),0.6618 (BWA),0.6539 (ZWE),0.6658 (ZWE),0.6878 (CAF),0.6422 (ZWE),0.7407 (BWA),0.6109 (CAF),0.6536 (BWA),0.6250 (NAM),0.6479 (BWA),0.6102 (BWA),0.6856 (COG),0.7010 (BWA),0.7093 (COG)
SYR,Syria,1,0.6944 (UGA),0.7408 (UGA),0.4983 (UGA),0.6702 (CAF),0.6210 (UKR),0.6644 (UKR),0.6194 (ARG),0.5981 (HTI),0.7144 (HTI),0.7196 (AGO),0.7619 (NPL),0.7487 (HTI),0.7710 (HTI),0.7249 (HTI),0.7164 (HTI)
SYR,Syria,2,0.6794 (MRT),0.6835 (MRT),0.4941 (HTI),0.4682 (IRN),0.5701 (ARG),0.5110 (ARG),0.5989 (NPL),0.5970 (NPL),0.6908 (AGO),0.7000 (MRT),0.7305 (HTI),0.7353 (NPL),0.6912 (SLE),0.6835 (GHA),0.6776 (ETH)
SYR,Syria,3,0.6510 (TZA),0.6460 (TZA),0.4585 (EGY),0.4000 (LBY),0.5003 (CAF),0.4830 (NPL),0.5476 (HTI),0.5407 (UZB),0.6881 (SLE),0.6619 (HTI),0.7177 (ETH),0.7024 (ZWE),0.6845 (GHA),0.6609 (ETH),0.6553 (SLE)
TCD,Chad,1,0.9326 (NER),0.9448 (BFA),0.9491 (NER),0.9048 (BFA),0.9332 (MLI),0.9196 (MLI),0.8914 (NER),0.9512 (MLI),0.9694 (MLI),0.9586 (NER),0.9787 (MLI),0.9689 (MLI),0.9693 (MLI),0.9653 (MLI),0.9616 (MLI)
TCD,Chad,2,0.9177 (BFA),0.9423 (MLI),0.9394 (BFA),0.8695 (MLI),0.9130 (BFA),0.9102 (CMR),0.8810 (BEN),0.9429 (NER),0.9456 (TZA),0.9348 (MLI),0.9604 (NER),0.9595 (NER),0.9219 (TZA),0.9483 (NER),0.9378 (TZA)
TCD,Chad,3,0.8939 (MLI),0.9400 (NER),0.9383 (MLI),0.8688 (NER),0.9123 (NER),0.9073 (NER),0.8684 (MLI),0.9193 (CMR),0.9424 (NER),0.9171 (BEN),0.9432 (BEN),0.9329 (SLE),0.9202 (UGA),0.9359 (TZA),0.9284 (NER)
TGO,Togo,1,0.9519 (BEN),0.9533 (BEN),0.9339 (BEN),0.9634 (BEN),0.9585 (BEN),0.9421 (MLI),0.9620 (CAF),0.9248 (BEN),0.9435 (BEN),0.9671 (BEN),0.9733 (BEN),0.9606 (BEN),0.9521 (BEN),0.9607 (BEN),0.9612 (BEN)
TGO,Togo,2,0.9439 (SEN),0.9358 (MOZ),0.9279 (SEN),0.9343 (MLI),0.9438 (MLI),0.9296 (MDG),0.9488 (BFA),0.8996 (CIV),0.9426 (CAF),0.9465 (GNB),0.9566 (NER),0.9540 (NER),0.9451 (NER),0.9430 (MDG),0.9443 (NER)
TGO,Togo,3,0.9351 (MLI),0.9263 (SEN),0.9196 (CMR),0.9131 (CMR),0.9318 (BFA),0.9256 (BFA),0.9344 (MDG),0.8865 (BFA),0.9333 (BFA),0.9379 (MDG),0.9477 (CIV),0.9511 (SLE),0.9281 (MDG),0.9430 (GNB),0.9421 (MDG)
THA,Thailand,1,0.6408 (MYS),0.6774 (VNM),0.7306 (VNM),0.7765 (VNM),0.7056 (VNM),0.7132 (VNM),0.7145 (VNM),0.7037 (VNM),0.6161 (KHM),0.6190 (VNM),0.6424 (MYS),0.6500 (MYS),0.6257 (POL),0.6573 (POL),0.6769 (MYS)
THA,Thailand,2,0.6400 (VNM),0.6228 (MYS),0.6351 (MYS),0.6345 (MYS),0.6081 (MYS),0.6345 (MYS),0.6152 (MYS),0.6014 (MYS),0.5092 (VNM),0.6059 (MYS),0.6069 (VNM),0.6419 (VNM),0.6257 (KOR),0.6511 (MYS),0.6761 (POL)
THA,Thailand,3,0.6191 (CHN),0.4496 (CHN),0.5741 (ECU),0.5872 (ECU),0.5874 (ECU),0.5095 (CHN),0.5363 (CHN),0.5342 (CHN),0.4065 (MYS),0.5423 (CZE),0.5685 (CHN),0.5981 (KOR),0.6253 (VNM),0.6352 (VNM),0.6454 (VNM)
TJK,Tajikistan,1,0.6794 (COD),0.7686 (KGZ),0.7296 (KGZ),0.7365 (KGZ),0.6852 (KGZ),0.7092 (TZA),0.7195 (KGZ),0.7466 (KGZ),0.6696 (UGA),0.7136 (KGZ),0.7579 (UZB),0.6977 (UZB),0.6513 (UZB),0.6822 (UZB),0.6893 (UZB)
TJK,Tajikistan,2,0.6256 (GHA),0.6435 (UZB),0.6522 (ETH),0.6492 (TZA),0.6699 (RWA),0.7021 (UGA),0.6475 (TZA),0.6501 (TZA),0.6593 (TZA),0.6850 (UZB),0.7252 (UGA),0.6903 (ZWE),0.6290 (TZA),0.6120 (TZA),0.6210 (KGZ)
TJK,Tajikistan,3,0.6135 (TZA),0.6419 (NIC),0.6442 (UZB),0.6433 (RWA),0.6649 (TZA),0.6900 (UZB),0.6442 (UZB),0.6477 (UGA),0.6566 (KGZ),0.6848 (TZA),0.7113 (TZA),0.6495 (UGA),0.6196 (UGA),0.6017 (KGZ),0.6091 (ETH)
TLS,Timor-Leste,1,0.7820 (SLB),0.6747 (STP),0.6848 (SLB),0.7530 (MWI),0.7236 (MOZ),0.7184 (MWI),0.6682 (LSO),0.6955 (LSO),0.6996 (GNB),0.5351 (SWZ),0.4537 (GIN),0.6102 (GIN),0.5344 (TON),0.5764 (GNQ),0.5964 (SLB)
TLS,Timor-Leste,2,0.6439 (LSO),0.6675 (SLB),0.6706 (LSO),0.7405 (LSO),0.7046 (SLB),0.7113 (SLB),0.6667 (SLB),0.6348 (BLZ),0.6858 (BLZ),0.5143 (BTN),0.4482 (GNQ),0.5796 (TJK),0.4799 (BFA),0.4548 (IRQ),0.4553 (GNB)
TLS,Timor-Leste,3,0.6383 (STP),0.6613 (LSO),0.6551 (STP),0.7187 (SLB),0.6570 (ZWE),0.6891 (MOZ),0.6386 (MWI),0.6273 (MWI),0.5952 (MWI),0.5009 (BFA),0.4263 (BFA),0.5575 (BTN),0.4441 (MWI),0.4530 (SLB),0.4215 (PSE)
TON,Tonga,1,0.7493 (FJI),0.6450 (FJI),0.7592 (FJI),0.6985 (FJI),0.6790 (BLZ),0.7478 (FJI),0.8053 (FJI),0.7650 (FJI),0.6649 (FJI),0.7256 (FJI),0.6258 (MDA),0.5025 (SLB),0.6779 (MDA),0.6867 (MDA),0.7033 (MDA)
TON,Tonga,2,0.6076 (KGZ),0.6253 (MDA),0.6906 (MDA),0.6603 (BLZ),0.6256 (MDA),0.7111 (MDA),0.7567 (MDA),0.6998 (MDA),0.5495 (BLZ),0.6173 (MDA),0.4901 (BLZ),0.5020 (FJI),0.5344 (TLS),0.6005 (FJI),0.6469 (FJI)
TON,Tonga,3,0.5764 (BLZ),0.5517 (BLZ),0.6079 (BLZ),0.5486 (MDA),0.6143 (FJI),0.6073 (BLZ),0.5080 (MUS),0.5113 (KGZ),0.5478 (MDA),0.5833 (BLZ),0.4629 (ALB),0.4703 (MUS),0.4716 (BTN),0.5610 (BTN),0.5959 (BLZ)
TUN,Tunisia,1,0.5489 (MKD),0.6308 (MKD),0.6465 (MKD),0.6506 (MKD),0.6286 (MKD),0.5614 (GRC),0.5653 (GRC),0.6559 (PSE),0.5663 (MKD),0.6019 (PSE),0.6794 (MAR),0.6230 (CRI),0.7592 (MAR),0.6212 (MAR),0.6539 (MAR)
TUN,Tunisia,2,0.5444 (SRB),0.5724 (GRC),0.6212 (SRB),0.6215 (SRB),0.5976 (BIH),0.5392 (MKD),0.5650 (MAR),0.5936 (MKD),0.5469 (TUR),0.5979 (TUR),0.6352 (PSE),0.6022 (MAR),0.5842 (CRI),0.5670 (MKD),0.5970 (UKR)
TUN,Tunisia,3,0.5061 (BIH),0.5632 (BIH),0.5819 (BIH),0.5447 (BIH),0.5400 (SRB),0.5127 (SRB),0.5370 (MKD),0.5614 (GRC),0.5355 (UKR),0.5903 (MAR),0.6184 (CPV),0.5649 (PSE),0.5756 (PSE),0.5501 (GRC),0.5939 (MKD)
TUR,Turkey,1,0.7124 (BRA),0.7590 (CHN),0.6477 (BRA),0.6021 (CHN),0.5828 (IRN),0.6376 (CHN),0.7675 (COL),0.7723 (IRN),0.7728 (ARG),0.8193 (IRN),0.8102 (IRN),0.8229 (ARG),0.8468 (IRN),0.8020 (IRN),0.8384 (ARG)
TUR,Turkey,2,0.6579 (ARG),0.6619 (COL),0.6317 (CHN),0.4531 (BRA),0.5130 (CHN),0.5053 (ARG),0.7648 (IRN),0.7112 (ARG),0.7309 (IRN),0.8049 (ARG),0.7536 (CHL),0.7664 (CHL),0.8168 (ARG),0.7038 (ARG),0.8246 (IRN)
TUR,Turkey,3,0.6458 (CHN),0.6272 (BRA),0.6314 (IRN),0.4108 (COL),0.4714 (DZA),0.4823 (CHL),0.7128 (CHL),0.6227 (CHN),0.6676 (RUS),0.7594 (COL),0.7123 (BRA),0.7434 (IRN),0.6645 (COL),0.6838 (BRA),0.7443 (CHL)
TZA,Tanzania,1,0.9343 (MLI),0.9225 (BFA),0.9303 (MLI),0.9275 (UGA),0.9444 (UGA),0.9824 (UGA),0.9730 (UGA),0.9629 (UGA),0.9747 (UGA),0.9712 (UGA),0.9594 (UGA),0.9625 (UGA),0.9611 (UGA),0.9558 (UGA),0.9530 (UGA)
TZA,Tanzania,2,0.9338 (UGA),0.9102 (UGA),0.9261 (BFA),0.9155 (ETH),0.9373 (MLI),0.9377 (ETH),0.9532 (ETH),0.9275 (MLI),0.9456 (TCD),0.9488 (ETH),0.9530 (ETH),0.9287 (TCD),0.9219 (TCD),0.9359 (TCD),0.9378 (TCD)
TZA,Tanzania,3,0.9253 (BFA),0.9094 (KEN),0.9231 (UGA),0.9091 (CMR),0.9332 (ETH),0.9344 (MLI),0.9162 (MLI),0.9237 (NER),0.9372 (ETH),0.9086 (MLI),0.9267 (TCD),0.9192 (ETH),0.9047 (CMR),0.9261 (NER),0.9376 (NER)
UGA,Uganda,1,0.9338 (TZA),0.9102 (TZA),0.9231 (TZA),0.9275 (TZA),0.9444 (TZA),0.9824 (TZA),0.9730 (TZA),0.9629 (TZA),0.9747 (TZA),0.9712 (TZA),0.9594 (TZA),0.9625 (TZA),0.9611 (TZA),0.9558 (TZA),0.9530 (TZA)
UGA,Uganda,2,0.8754 (MLI),0.8899 (MLI),0.8746 (MLI),0.8623 (MLI),0.8753 (MLI),0.9158 (MLI),0.9064 (CMR),0.9055 (TCD),0.9396 (ETH),0.9420 (ETH),0.9437 (ETH),0.9312 (TCD),0.9213 (CMR),0.9433 (ETH),0.9458 (MDG)
UGA,Uganda,3,0.8475 (BFA),0.8738 (BFA),0.8524 (COD),0.8560 (ETH),0.8586 (CMR),0.9153 (CMR),0.8963 (ETH),0.8978 (MLI),0.9227 (TCD),0.9246 (MLI),0.9243 (TCD),0.9207 (MLI),0.9202 (TCD),0.9248 (MDG),0.9340 (NER)
UKR,Ukraine,1,0.8032 (RUS),0.7444 (RUS),0.7665 (POL),0.8080 (POL),0.6847 (SRB),0.8037 (BLR),0.6883 (SRB),0.7514 (BLR),0.7849 (BLR),0.8365 (SRB),0.8395 (SRB),0.7184 (RUS),0.6959 (BLR),0.7483 (SRB),0.6743 (GRC)
UKR,Ukraine,2,0.7324 (SRB),0.7179 (SRB),0.7487 (HUN),0.7496 (HUN),0.6651 (RUS),0.6644 (SYR),0.6644 (BGR),0.7141 (SRB),0.7282 (ROU),0.8009 (ROU),0.7653 (ROU),0.7147 (BLR),0.6938 (MDA),0.7458 (MDA),0.6488 (ROU)
UKR,Ukraine,3,0.7240 (BLR),0.7143 (POL),0.7366 (SRB),0.7347 (RUS),0.6611 (ARG),0.5967 (ARG),0.6456 (ROU),0.6773 (BGR),0.6984 (RUS),0.7680 (BGR),0.7632 (POL),0.6934 (SRB),0.6417 (SRB),0.7187 (ALB),0.6455 (FRA)
URY,Uruguay,1,0.7319 (CHL),0.6800 (ARG),0.7344 (CRI),0.7247 (CHL),0.7732 (CHL),0.7812 (CHL),0.7840 (CRI),0.8427 (CRI),0.7907 (CRI),0.8431 (CRI),0.8297 (CRI),0.7498 (CRI),0.8414 (CRI),0.8226 (GRC),0.8230 (GRC)
URY,Uruguay,2,0.6753 (ARG),0.6760 (CHL),0.6909 (ARG),0.7246 (CRI),0.7584 (CRI),0.6832 (CRI),0.6982 (LBN),0.7316 (LBN),0.7365 (LBN),0.7377 (LBN),0.8083 (GRC),0.7267 (NZL),0.8021 (GRC),0.8032 (CRI),0.8134 (CRI)
