country_code_3,country_name,rank,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
AGO,Angola,1,2.3727 (MRT),2.7709 (MRT),2.6967 (COG),2.8714 (MRT),2.7222 (ZMB),2.8780 (MRT),2.6869 (MRT),3.2895 (COG),2.7767 (COG),2.7953 (MRT),2.2581 (MRT),2.1410 (COG),2.7413 (COG),2.4953 (MRT),2.4687 (MRT)
AGO,Angola,2,3.1099 (COG),3.0471 (COG),3.0462 (ZMB),3.2857 (GIN),3.1248 (GIN),3.0965 (ZMB),3.2579 (ZMB),3.3485 (ZMB),3.8403 (GAB),3.2760 (ZMB),3.0135 (ZMB),2.2944 (MRT),2.9375 (CMR),2.9018 (CMR),2.9899 (CMR)
AGO,Angola,3,3.3484 (IRQ),3.2347 (IRQ),3.0958 (MRT),3.2888 (COG),3.2774 (COD),3.2062 (SEN),3.5958 (GHA),3.4033 (COD),3.8991 (ZMB),3.6605 (COD),3.1203 (COD),3.1117 (COD),3.2227 (ZMB),3.2232 (COG),3.2889 (ZMB)
ALB,Albania,1,2.0886 (ARM),2.0269 (ARM),2.1241 (ARM),1.4719 (ARM),1.2362 (ARM),1.3969 (ARM),2.1656 (ARM),1.6936 (ARM),1.7648 (ARM),2.2805 (ARM),2.2158 (ARM),2.0870 (ARM),2.3771 (BIH),2.2691 (ARM),2.5079 (BIH)
ALB,Albania,2,2.7932 (TUN),2.7578 (PRY),2.4032 (GEO),2.4795 (MKD),2.1931 (MKD),2.4192 (MKD),2.5387 (MKD),2.5230 (MKD),2.5432 (BIH),2.3107 (MKD),2.3789 (BIH),2.3619 (BIH),2.3853 (ARM),2.6485 (MKD),2.5284 (MKD)
ALB,Albania,3,2.8472 (MKD),2.7990 (MKD),2.6627 (MKD),2.6181 (GEO),2.6767 (GEO),2.6851 (SRB),2.6691 (SRB),2.6156 (BIH),2.5653 (MKD),2.3930 (BIH),2.3898 (MKD),2.4447 (GEO),2.5460 (MKD),2.6717 (BIH),2.8562 (SRB)
ARE,United Arab Emirates,1,2.8839 (OMN),3.1180 (KWT),3.1288 (BHR),2.1343 (BHR),2.0849 (BHR),2.5663 (BHR),2.6621 (BHR),2.9682 (BHR),2.4517 (BHR),3.1152 (KOR),2.3531 (BHR),1.9712 (BHR),2.5001 (OMN),2.1084 (BHR),3.0008 (OMN)
ARE,United Arab Emirates,2,3.0670 (BHR),3.5096 (SAU),3.1375 (KWT),2.7545 (KWT),3.2348 (OMN),3.3713 (OMN),3.2463 (KWT),3.1444 (QAT),2.8584 (CZE),3.1389 (OMN),3.1682 (OMN),2.9424 (MYS),2.9027 (KWT),3.1024 (IRL),3.3547 (SAU)
ARE,United Arab Emirates,3,3.7062 (MYS),3.6623 (MYS),3.2433 (QAT),3.6163 (MYS),3.5333 (KWT),3.5334 (KWT),3.2743 (QAT),3.1784 (OMN),2.9729 (OMN),3.5361 (NOR),3.2456 (CZE),2.9768 (NOR),3.3252 (QAT),3.1964 (CZE),3.6980 (CAN)
ARG,Argentina,1,2.5028 (BRA),2.2716 (RUS),2.3615 (BRA),2.5153 (BRA),4.2371 (UKR),3.4160 (URY),4.1232 (BRA),2.6006 (IRN),2.5234 (IRN),2.1729 (IRN),2.0582 (CHL),2.0891 (TUR),2.3438 (TUR),2.9378 (TUR),2.4957 (TUR)
ARG,Argentina,2,2.5422 (CHL),2.4983 (BRA),2.5739 (IRN),2.7905 (URY),4.2647 (BRA),3.6691 (BRA),4.4068 (TUR),2.6220 (COL),3.2186 (TUR),2.4442 (TUR),2.2181 (BRA),2.4038 (IRN),2.4942 (IRN),3.0140 (COL),3.1998 (IRN)
ARG,Argentina,3,2.6637 (URY),2.5104 (URY),2.6876 (RUS),2.9650 (IRN),4.4150 (RUS),3.7675 (CHL),4.5450 (URY),2.6568 (TUR),3.6882 (URY),2.9863 (BRA),2.2189 (COL),2.4577 (BRA),2.6513 (COL),3.0496 (CHL),3.4593 (COL)
ARM,Armenia,1,2.0886 (ALB),2.0269 (ALB),2.1241 (ALB),1.4719 (ALB),1.2362 (ALB),1.3969 (ALB),1.8095 (MKD),1.6936 (ALB),1.5936 (GEO),1.6905 (MKD),1.4330 (GEO),1.6437 (GEO),1.0164 (GEO),1.1950 (GEO),1.7420 (GEO)
ARM,Armenia,2,2.6627 (SRB),2.3593 (GEO),2.5697 (GEO),2.2045 (MKD),1.9353 (MKD),1.7795 (MKD),2.1656 (ALB),2.1126 (GEO),1.6679 (MKD),1.7113 (GEO),1.9748 (MKD),1.8506 (MKD),2.3853 (ALB),2.1684 (SRB),2.5102 (PAN)
ARM,Armenia,3,2.7168 (MKD),2.5543 (MKD),2.7269 (ROU),2.4016 (GEO),2.0769 (GEO),2.1431 (GEO),2.2022 (GEO),2.2836 (MKD),1.7648 (ALB),2.2535 (SRB),2.2158 (ALB),2.0870 (ALB),2.5608 (MKD),2.1881 (MKD),2.8333 (TUN)
AUS,Australia,1,1.4753 (CAN),1.4296 (CAN),1.2886 (CAN),1.3927 (CAN),1.2638 (CAN),1.3807 (CAN),1.3611 (CAN),1.2976 (CAN),1.1410 (CAN),1.0431 (CAN),1.3717 (CAN),1.6302 (CAN),1.2455 (CAN),1.2234 (CAN),1.5166 (CAN)
AUS,Australia,2,1.9967 (NZL),2.0877 (NZL),1.9638 (ISR),2.0154 (ISR),1.6845 (NZL),1.6815 (NZL),1.8645 (NZL),1.7340 (NZL),1.7284 (NZL),1.7446 (NZL),1.8265 (NOR),1.8542 (NZL),2.0533 (NZL),1.7563 (NZL),1.7791 (NZL)
AUS,Australia,3,2.0537 (GBR),2.1969 (GBR),2.0814 (GBR),2.0528 (GBR),1.8921 (GBR),1.8986 (GBR),2.0125 (ISR),2.2259 (NOR),2.1418 (ISR),2.1370 (ISR),1.9809 (NZL),1.9686 (DEU),2.1407 (DEU),2.3570 (ISR),2.1829 (GBR)
AUT,Austria,1,1.4458 (CZE),1.3502 (FIN),1.3296 (FIN),1.3420 (FIN),1.3418 (FIN),1.4452 (FIN),1.4758 (FIN),1.2976 (FIN),1.2657 (FIN),1.2118 (FIN),1.3689 (FIN),1.1025 (FIN),1.4201 (FIN),1.1979 (FIN),1.4199 (CZE)
AUT,Austria,2,1.4588 (FIN),1.6591 (SWE),1.4146 (CZE),1.4664 (CZE),1.6203 (DNK),1.6653 (DNK),1.6011 (SWE),1.4865 (DNK),1.5396 (DNK),1.4564 (DNK),1.4630 (CZE),1.4891 (DNK),1.6134 (BEL),1.4020 (DNK),1.4422 (FIN)
AUT,Austria,3,1.6582 (SVN),1.6649 (CZE),1.6631 (DNK),1.6516 (DNK),1.7059 (SWE),1.6938 (NOR),1.6402 (NOR),1.7602 (NOR),1.6154 (CZE),1.6563 (CZE),1.6028 (SVN),1.5100 (SWE),1.6324 (CZE),1.4062 (CZE),1.5988 (SWE)
AZE,Azerbaijan,1,2.9983 (KAZ),3.1641 (KAZ),2.8297 (KAZ),3.0079 (PRY),2.8666 (PRY),2.4443 (PRY),3.2011 (BLR),3.0711 (PRY),3.0640 (PRY),2.6294 (PRY),2.7497 (PRY),2.6764 (PRY),2.9488 (IRN),2.9878 (MYS),3.0211 (MYS)
AZE,Azerbaijan,2,3.3037 (ECU),3.5659 (IRN),2.9239 (PRY),3.0529 (ECU),2.8999 (ECU),2.9545 (ECU),3.3528 (KAZ),3.1804 (MYS),3.4334 (UZB),2.7313 (MYS),2.8706 (MYS),2.7705 (IRN),3.1402 (MNG),3.1970 (PRY),3.2200 (PRY)
AZE,Azerbaijan,3,3.3107 (DZA),3.6106 (PRY),3.0113 (ECU),3.2210 (MYS),3.2443 (MYS),2.9766 (MYS),3.4763 (PRY),3.3822 (IRN),3.4575 (KAZ),3.3266 (MNG),2.9327 (ARM),2.9129 (MYS),3.3905 (KAZ),3.2499 (ECU),3.4923 (DOM)
BEL,Belgium,1,1.2346 (NLD),1.3092 (NLD),0.8742 (NLD),0.8286 (NLD),0.7997 (NLD),0.8356 (NLD),0.9730 (NLD),1.0498 (NLD),1.2339 (NLD),1.2189 (NLD),0.9093 (NLD),0.9115 (NLD),0.9673 (NLD),1.1481 (NLD),1.1028 (NLD)
BEL,Belgium,2,1.4363 (DNK),1.5301 (DNK),1.2960 (DNK),1.2567 (DNK),1.2592 (DNK),1.2217 (DNK),1.4356 (DNK),1.4187 (DNK),1.3329 (DNK),1.2549 (DNK),1.3000 (DNK),1.2531 (DNK),1.3607 (DNK),1.2282 (DNK),1.3625 (DNK)
BEL,Belgium,3,1.8090 (SWE),1.7807 (SWE),1.7119 (SWE),1.7225 (SWE),1.7013 (SWE),1.8358 (AUT),1.8437 (SWE),1.8486 (AUT),1.7815 (AUT),1.6959 (AUT),1.7275 (AUT),1.7754 (AUT),1.6134 (AUT),1.4767 (SWE),1.4556 (SWE)
BEN,Benin,1,1.6810 (TGO),1.5224 (TGO),1.8092 (TGO),1.4022 (TGO),1.5596 (TGO),2.0420 (MDG),2.1949 (TGO),2.2216 (CIV),2.0393 (TGO),1.6677 (TGO),1.6141 (TGO),1.7139 (CIV),1.4889 (CIV),1.4447 (CIV),1.4999 (CIV)
BEN,Benin,2,1.9407 (SEN),1.6582 (CMR),1.9638 (SEN),1.9014 (CMR),2.0642 (CMR),2.1931 (TGO),2.2115 (MLI),2.2422 (TGO),2.0451 (CIV),2.0487 (CIV),1.7628 (CIV),1.7532 (SLE),1.8205 (TGO),1.6789 (TGO),1.7131 (TGO)
BEN,Benin,3,1.9818 (MLI),1.7813 (SEN),1.9710 (BFA),1.9641 (MLI),2.1103 (MLI),2.2468 (BFA),2.2289 (SLE),2.3913 (MLI),2.3672 (MLI),2.4185 (MLI),2.0163 (SLE),1.7661 (TGO),2.0984 (CMR),2.1450 (GNB),2.3325 (SLE)
BFA,Burkina Faso,1,1.5332 (MLI),1.4290 (GIN),1.5112 (GIN),1.5950 (MLI),1.3986 (GIN),1.3212 (GIN),1.9272 (MLI),2.1382 (MDG),2.1567 (GIN),2.0671 (GIN),1.8575 (GIN),2.1890 (MDG),1.5213 (MDG),1.3749 (MDG),1.4149 (MDG)
BFA,Burkina Faso,2,1.8846 (MOZ),1.7727 (MLI),1.5173 (NER),1.9429 (NER),1.6459 (MLI),1.8811 (MLI),1.9901 (TGO),2.2114 (MLI),2.1653 (TGO),2.1205 (MDG),1.9018 (MOZ),2.4831 (MOZ),1.5881 (GIN),2.0492 (GIN),1.7724 (GIN)
BFA,Burkina Faso,3,2.0585 (NER),2.0406 (BEN),1.5916 (MLI),2.3157 (BEN),2.0892 (TGO),2.2022 (TGO),2.1967 (CAF),2.3147 (MOZ),2.3749 (MOZ),2.2723 (MOZ),2.1357 (MWI),2.6220 (MLI),2.1821 (MLI),2.0533 (MOZ),1.9102 (MLI)
BGD,Bangladesh,1,2.9421 (IND),2.7844 (IND),2.6860 (IND),2.5758 (IND),2.5275 (IND),2.5142 (IND),3.7797 (IND),2.4390 (IND),2.5577 (IND),2.5811 (IDN),2.5642 (EGY),2.5108 (EGY),2.3861 (EGY),2.5151 (IDN),2.7201 (EGY)
BGD,Bangladesh,2,3.1918 (IDN),3.0103 (HTI),2.7998 (PAK),2.8394 (PAK),2.9302 (PAK),2.8269 (PAK),3.8099 (GHA),2.5678 (IDN),2.7475 (IDN),2.6594 (IND),2.5705 (IDN),2.5719 (IND),2.5587 (IND),2.5929 (EGY),2.7811 (IDN)
BGD,Bangladesh,3,3.2736 (PHL),3.0603 (IDN),3.1190 (HTI),2.9159 (HTI),2.9834 (PHL),2.9761 (PHL),3.9032 (HTI),2.9259 (LKA),3.0968 (PAK),2.9518 (EGY),2.9317 (IND),2.6794 (IDN),2.5983 (IDN),2.6015 (IND),2.7876 (IND)
BGR,Bulgaria,1,2.1541 (POL),2.1531 (HUN),1.8139 (HUN),1.9279 (LTU),1.7661 (LTU),1.6019 (LTU),1.5188 (LTU),1.4940 (LTU),1.6749 (LTU),1.7697 (HUN),1.5427 (HUN),1.2883 (HUN),1.1431 (HUN),1.3447 (HUN),1.2790 (HRV)
BGR,Bulgaria,2,2.1589 (SRB),2.2721 (SRB),1.9036 (LTU),1.9827 (LVA),1.8268 (LVA),1.8085 (HUN),1.7434 (ROU),1.6900 (HUN),1.7523 (LVA),1.8049 (HRV),1.6120 (ROU),1.4797 (SRB),1.6701 (ROU),1.3983 (HRV),1.3070 (SRB)
BGR,Bulgaria,3,2.2093 (HRV),2.3041 (POL),2.1211 (POL),2.0812 (HUN),2.0063 (HUN),1.9365 (LVA),1.8831 (HUN),1.8612 (LVA),1.8520 (HRV),1.8886 (ROU),1.6144 (SRB),1.6699 (LVA),1.7626 (HRV),1.4772 (SRB),1.3261 (HUN)
BHR,Bahrain,1,2.7677 (KWT),4.0827 (QAT),3.1288 (ARE),2.1343 (ARE),2.0849 (ARE),2.5663 (ARE),2.6621 (ARE),2.9682 (ARE),2.4517 (ARE),3.3109 (CZE),2.3531 (ARE),1.9712 (ARE),3.1937 (IRL),2.1084 (ARE),2.9192 (KWT)
BHR,Bahrain,2,3.0670 (ARE),4.6461 (KOR),3.3483 (NOR),2.8422 (KWT),3.0170 (OMN),2.7126 (KWT),2.8209 (KWT),3.2858 (OMN),2.7371 (CZE),3.7451 (OMN),2.8357 (OMN),3.1186 (OMN),3.2300 (CZE),3.6295 (CZE),3.3555 (NOR)
BHR,Bahrain,3,3.2716 (OMN),4.6934 (AUT),3.4532 (KOR),3.8498 (NOR),3.1642 (KWT),3.1461 (OMN),3.6860 (QAT),3.4241 (QAT),3.0165 (QAT),3.7697 (ARE),3.2137 (CZE),3.1881 (BRN),3.3166 (NOR),3.6830 (KWT),3.6182 (CZE)
BHS,Bahamas,1,2.9007 (CYP),2.8828 (CYP),2.6103 (CYP),2.7155 (CYP),3.0108 (CYP),2.8996 (LBN),3.6534 (GRC),2.7966 (CYP),2.9674 (CYP),3.5190 (URY),3.0959 (MNE),4.2429 (GRC),2.9295 (CYP),2.7292 (CYP),2.8415 (CYP)
BHS,Bahamas,2,3.2439 (LBN),3.1573 (MLT),2.7370 (MLT),3.3129 (MNE),3.2241 (MLT),2.9882 (CYP),3.7213 (MNE),3.1850 (MNE),3.3667 (CRI),3.5431 (CRI),3.4776 (GRC),4.3189 (MNE),3.2841 (MNE),3.1479 (MNE),3.0126 (MNE)
BHS,Bahamas,3,3.4871 (MNE),3.1694 (LBN),2.9095 (MNE),3.3519 (MLT),3.2365 (MNE),3.2827 (MNE),3.7601 (URY),3.2988 (MUS),3.3976 (MUS),3.5974 (CYP),3.5635 (MUS),4.3328 (CYP),3.6373 (URY),3.2719 (GRC),3.2806 (GRC)
BIH,Bosnia and Herzegovina,1,1.8296 (MKD),1.8786 (MKD),1.8322 (MKD),1.9554 (HRV),1.7643 (HRV),1.7945 (HRV),1.5774 (SRB),1.4927 (SRB),1.2661 (SRB),1.3294 (SRB),1.4102 (SRB),1.1725 (SRB),1.5534 (SRB),1.1810 (SRB),1.2343 (SRB)
BIH,Bosnia and Herzegovina,2,2.0323 (SRB),2.1845 (SRB),2.0859 (HRV),2.0403 (MKD),1.8000 (MKD),1.8313 (MKD),1.7652 (HRV),1.7522 (HRV),1.8740 (MKD),1.6605 (MKD),1.5174 (MKD),1.6648 (MKD),1.6766 (MKD),1.4647 (HRV),1.5650 (MKD)
BIH,Bosnia and Herzegovina,3,2.6759 (HRV),2.3044 (HRV),2.1154 (SRB),2.2488 (SRB),1.8423 (SRB),1.9642 (SRB),1.8768 (MKD),1.9067 (MKD),1.9311 (HRV),1.8792 (HRV),2.0401 (HRV),2.0368 (HRV),1.6845 (HRV),1.4719 (MKD),1.7013 (HRV)
BLR,Belarus,1,2.4402 (UKR),3.5094 (UKR),4.5034 (MNG),3.0769 (SRB),2.8687 (CHL),3.0509 (RUS),2.6369 (HUN),1.8860 (HUN),2.0549 (HUN),1.9035 (HUN),1.7779 (HUN),1.9314 (HUN),2.5427 (BGR),2.0997 (SRB),2.0325 (HUN)
BLR,Belarus,2,2.8294 (CHL),3.7334 (KAZ),4.5267 (UKR),3.1038 (ROU),3.0499 (ROU),3.2390 (CHL),2.6586 (CZE),2.0559 (BGR),2.3002 (UKR),2.1263 (CZE),1.9149 (SRB),2.3410 (BGR),2.5571 (HUN),2.2455 (HUN),2.1133 (SRB)
BLR,Belarus,3,3.0906 (MYS),3.9967 (RUS),4.6226 (IRN),3.1401 (UKR),3.0659 (UKR),3.3454 (SRB),2.9101 (ROU),2.1080 (SRB),2.4663 (BGR),2.2208 (POL),2.1852 (LTU),2.3496 (LTU),2.6738 (LTU),2.2554 (BGR),2.2509 (POL)
BLZ,Belize,1,2.4122 (FJI),2.0897 (FJI),2.0333 (FJI),1.9073 (FJI),2.3372 (CPV),2.3746 (FJI),2.7392 (FJI),3.4849 (FJI),3.0526 (CPV),2.6096 (CPV),2.3455 (MUS),2.8684 (PAN),2.5328 (MUS),3.0489 (HND),2.4624 (FJI)
BLZ,Belize,2,2.5519 (CPV),2.6696 (CPV),2.3556 (CPV),2.3072 (CPV),2.7537 (MUS),2.4180 (CPV),3.2499 (HND),3.5127 (MDV),3.2699 (FJI),2.6505 (FJI),2.5756 (FJI),3.1691 (MNE),2.7974 (GEO),3.0694 (TUN),2.5376 (MUS)
BLZ,Belize,3,2.9180 (NIC),2.8697 (MUS),2.6568 (MUS),2.6773 (MUS),2.7853 (FJI),3.0294 (MUS),3.3926 (MDV),3.5615 (CPV),3.6243 (HND),2.6945 (MUS),2.7225 (CPV),3.2285 (SLV),2.8046 (BTN),3.1204 (CPV),2.7779 (MDV)
BOL,Bolivia,1,1.9296 (ECU),2.1839 (ECU),1.9254 (PRY),1.9269 (PRY),2.1132 (PRY),2.2994 (PRY),2.1237 (NIC),2.7031 (PER),1.7820 (PER),1.7948 (PER),1.9256 (ECU),2.0056 (ECU),1.7851 (ECU),1.8894 (ECU),1.9077 (ECU)
BOL,Bolivia,2,2.3141 (GTM),2.2559 (PRY),2.0346 (ECU),2.0970 (NIC),2.2048 (NIC),2.3709 (NIC),2.1582 (PER),2.9791 (NIC),2.0577 (ECU),1.8904 (ECU),2.0233 (PER),2.2888 (PER),1.9984 (PER),2.0943 (DOM),2.3865 (PER)
BOL,Bolivia,3,2.3185 (NIC),2.3348 (PER),2.1737 (NIC),2.2070 (ECU),2.3759 (ECU),2.3776 (PER),2.2874 (SLV),3.1284 (HND),2.3149 (PRY),2.4144 (PRY),2.6548 (SLV),2.3145 (PHL),2.2125 (PRY),2.1064 (PRY),2.5588 (HND)
BRA,Brazil,1,2.1861 (COL),2.1831 (COL),2.2375 (COL),2.2459 (COL),2.4977 (COL),2.8062 (COL),2.7069 (COL),2.1523 (COL),2.0776 (COL),2.0477 (COL),1.7231 (COL),1.6779 (COL),1.8261 (COL),1.7953 (COL),1.7678 (COL)
BRA,Brazil,2,2.5028 (ARG),2.4983 (ARG),2.3615 (ARG),2.5153 (ARG),2.8970 (MEX),2.8732 (IRN),3.1957 (ECU),2.7320 (ARG),3.0119 (TUR),2.6268 (TUR),2.2181 (ARG),2.4577 (ARG),2.6359 (PER),2.5153 (TUR),2.4595 (PER)
BRA,Brazil,3,2.6541 (TUR),2.8390 (MEX),2.7819 (TUR),2.8381 (RUS),2.9310 (RUS),3.2326 (RUS),3.2330 (TUR),3.0837 (URY),3.0198 (URY),2.9863 (ARG),2.3236 (TUR),2.5548 (TUR),2.6492 (CHL),2.6931 (MEX),2.5953 (MEX)
BRN,Brunei,1,2.5325 (OMN),3.6727 (SAU),3.5725 (SAU),3.8454 (KWT),3.3234 (OMN),3.7603 (OMN),4.3802 (KWT),3.4062 (SAU),3.1107 (OMN),3.3105 (OMN),3.6335 (OMN),3.0846 (OMN),3.6463 (NOR),3.6374 (NOR),4.2694 (KWT)
BRN,Brunei,2,3.8673 (NOR),3.7535 (ARE),3.7349 (BHR),4.2792 (SAU),3.4163 (SAU),4.1363 (AZE),4.4588 (OMN),3.7809 (OMN),4.0001 (NOR),4.0570 (SAU),4.0319 (BHR),3.1881 (BHR),3.7347 (BHR),3.9328 (AZE),4.6221 (AZE)
BRN,Brunei,3,3.9708 (ARE),3.9261 (QAT),4.0127 (ARE),4.3236 (ARE),3.7647 (KWT),4.2198 (NOR),4.4987 (SAU),3.9081 (NOR),4.0551 (KWT),4.0774 (ARE),4.1271 (ARE),3.3831 (KWT),3.9564 (MNG),3.9339 (QAT),4.6822 (BHR)
BTN,Bhutan,1,3.6580 (PRY),3.0183 (HND),3.1525 (HND),3.2005 (NIC),3.1611 (NIC),3.3863 (NIC),3.3264 (PRY),3.1735 (PRY),3.0091 (PRY),3.2782 (SLV),3.0596 (SLV),3.0727 (PRY),2.8046 (BLZ),2.9163 (PRY),3.0405 (PRY)
BTN,Bhutan,2,3.9008 (HND),3.1882 (SLV),3.3362 (BOL),3.2420 (HND),3.1895 (PRY),3.3969 (PRY),3.6974 (NIC),3.3806 (NIC),3.3189 (SLV),3.4932 (MAR),3.1181 (MAR),3.1906 (MAR),3.0698 (MAR),3.0120 (SLV),3.3001 (FJI)
BTN,Bhutan,3,3.9523 (BOL),3.3063 (NIC),3.3833 (PRY),3.3429 (BOL),3.2128 (BOL),3.4787 (BOL),3.8882 (VNM),3.4486 (HND),3.3598 (MAR),3.6442 (MDA),3.1655 (FJI),3.2354 (KGZ),3.1100 (SLV),3.1458 (FJI),3.3305 (KGZ)
BWA,Botswana,1,2.4168 (NAM),2.4738 (NAM),2.6046 (NAM),2.8900 (NAM),2.7882 (NAM),3.4253 (NAM),3.1417 (SWZ),5.8994 (MAR),3.2652 (LBY),3.1397 (NAM),2.9504 (NAM),3.3311 (ZAF),2.9151 (NAM),2.6144 (NAM),3.0505 (ZAF)
BWA,Botswana,2,3.6286 (LSO),3.4839 (LSO),3.4937 (LSO),3.6796 (SWZ),3.4598 (SWZ),3.8368 (ZAF),3.8294 (NAM),6.1868 (SLV),3.4653 (ZAF),3.2147 (ZAF),3.0893 (ZAF),3.5473 (NAM),3.0273 (GNQ),2.8923 (ZAF),3.1198 (GNQ)
BWA,Botswana,3,3.9112 (SWZ),3.5057 (SWZ),3.5490 (ZAF),3.9271 (ZAF),3.7023 (ZAF),3.8715 (SWZ),3.9577 (ZAF),6.3495 (TGO),3.4942 (NAM),3.4148 (SWZ),3.4619 (SWZ),3.6310 (GNQ),3.1187 (ZAF),3.1744 (SWZ),3.1575 (NAM)
CAF,Central African Republic,1,4.1096 (CIV),2.6346 (SLE),2.7161 (SLE),7.1733 (SYR),3.8091 (GIN),2.6484 (TGO),2.1967 (BFA),2.9736 (BFA),3.0173 (TGO),4.1739 (SLE),2.5088 (SLE),3.3361 (SLE),6.3294 (SLE),2.7716 (SLE),2.7255 (MLI)
CAF,Central African Republic,2,4.2302 (SLE),3.0941 (BEN),2.8279 (BFA),7.8070 (GNB),3.9742 (GNB),2.8587 (GIN),2.2091 (TGO),3.0196 (SLE),3.4075 (BEN),4.6741 (GIN),2.9734 (TCD),3.6010 (TCD),6.4781 (BEN),3.0480 (GNB),2.7600 (MOZ)
CAF,Central African Republic,3,4.5413 (GNB),3.1864 (BFA),2.9828 (NER),7.8960 (SEN),4.1131 (TGO),3.1659 (BFA),2.3657 (SLE),3.1479 (GNB),3.5849 (GNB),4.6772 (MLI),3.0435 (TGO),3.7013 (MLI),6.5212 (TGO),3.1099 (GIN),2.8448 (SLE)
CAN,Canada,1,1.4724 (GBR),1.4296 (AUS),1.2886 (AUS),1.2452 (DEU),1.1199 (DEU),1.3000 (DEU),1.3611 (AUS),1.2976 (AUS),1.1410 (AUS),1.0431 (AUS),1.3717 (AUS),1.6302 (AUS),1.2455 (AUS),1.2234 (AUS),1.5166 (AUS)
CAN,Canada,2,1.4753 (AUS),1.5637 (GBR),1.3224 (DEU),1.3927 (AUS),1.2638 (AUS),1.3807 (AUS),1.4800 (DEU),1.5517 (DEU),1.6833 (DEU),1.8211 (DEU),2.0145 (DEU),1.7385 (DEU),2.0553 (DEU),2.0654 (NZL),2.4151 (NZL)
CAN,Canada,3,1.8258 (DEU),1.6659 (FIN),1.5150 (GBR),1.5334 (GBR),1.6070 (GBR),1.6679 (GBR),1.7390 (GBR),1.8047 (GBR),1.8986 (GBR),1.9460 (GBR),2.0570 (FRA),2.0606 (FIN),2.0740 (AUT),2.3316 (GBR),2.7693 (GBR)
CHE,Switzerland,1,2.1535 (AUT),2.1956 (AUT),2.1894 (AUT),2.1710 (AUT),2.1579 (AUT),2.1114 (AUT),2.2094 (AUT),2.3812 (AUT),2.2508 (AUT),2.2883 (AUT),2.3768 (AUT),2.4045 (AUT),2.1346 (AUT),1.9950 (DNK),2.2051 (DNK)
CHE,Switzerland,2,2.4981 (BEL),2.5822 (KOR),2.6063 (KOR),2.4030 (IRL),2.6499 (DEU),2.5644 (DEU),2.6399 (SGP),2.7779 (DNK),2.6364 (DNK),2.6276 (BEL),2.5678 (BEL),2.4846 (DNK),2.2907 (DNK),2.0710 (AUT),2.2090 (BEL)
CHE,Switzerland,3,2.6772 (CZE),2.6092 (BEL),2.6085 (DEU),2.6382 (BEL),2.6669 (BEL),2.6464 (BEL),2.6950 (BEL),2.8819 (GBR),2.6496 (BEL),2.6450 (DNK),2.6036 (DNK),2.6253 (BEL),2.3668 (BEL),2.1818 (BEL),2.2784 (AUT)
CHL,Chile,1,2.0884 (URY),2.0721 (MEX),2.2130 (MEX),1.9492 (MEX),1.9186 (URY),1.9087 (URY),2.0641 (TUR),2.0256 (NZL),2.0211 (NZL),2.0346 (NZL),1.9917 (TUR),2.1208 (TUR),2.2027 (FIN),1.9222 (ITA),2.2043 (ESP)
CHL,Chile,2,2.1533 (MEX),2.2132 (URY),2.3821 (CRI),2.0883 (URY),1.9547 (MEX),2.0353 (MEX),2.1235 (NZL),2.0619 (COL),2.2343 (CRI),2.0365 (TUR),2.0582 (ARG),2.4368 (COL),2.2378 (ESP),1.9997 (ESP),2.2198 (PER)
CHL,Chile,3,2.3468 (TUN),2.3139 (COL),2.4210 (COL),2.1232 (CRI),2.0932 (CRI),2.0983 (COL),2.1533 (COL),2.2986 (AUS),2.3015 (AUS),2.1784 (COL),2.3401 (ESP),2.4472 (URY),2.2531 (CRI),2.1298 (URY),2.3043 (ITA)
CHN,China,1,3.2142 (IDN),2.9103 (TUR),2.9071 (IDN),3.0339 (IDN),2.9687 (IRN),3.1303 (IDN),3.1386 (IRN),3.0713 (IRN),3.3043 (IDN),3.0542 (RUS),2.8780 (RUS),3.1205 (RUS),2.9596 (BRA),2.5162 (RUS),3.3320 (BRA)
CHN,China,2,3.2810 (TUR),3.3078 (IDN),3.0274 (TUR),3.1932 (COL),3.1473 (IDN),3.2902 (TUR),3.1593 (IDN),3.1242 (IDN),3.3480 (RUS),3.1957 (IDN),2.9850 (IRN),3.2333 (MEX),3.2726 (MEX),2.8724 (BRA),3.4429 (RUS)
CHN,China,3,3.4140 (IRN),3.7630 (MEX),3.0526 (MEX),3.2679 (ECU),3.2161 (COL),3.3944 (MEX),3.3235 (TUR),3.1667 (TUR),3.6637 (MEX),3.4324 (COL),3.1278 (TUR),3.3142 (BRA),3.3126 (RUS),3.1442 (IRN),3.6306 (ITA)
CIV,Cote d'Ivoire,1,2.3760 (CMR),2.5603 (BEN),2.2973 (CMR),2.0762 (BEN),2.0593 (CMR),1.6157 (CMR),1.6920 (CMR),2.2216 (BEN),1.2686 (CMR),1.3852 (CMR),1.0421 (CMR),1.3182 (CMR),1.4040 (CMR),1.4441 (CMR),1.4999 (BEN)
